StaffID,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
2247,1374.00,1387.74,1429.37,1443.67,1472.54,1501.99,1532.03,1532.03,1532.03,1532.03,1532.03,1577.99
1747,14097.00,14519.91,14810.31,14958.41,15108.00,15561.24,15716.85,16188.35,16674.00,17174.22,17174.22,17174.22
1232,14091.00,14231.91,14516.55,14516.55,14516.55,14661.71,14954.95,15403.60,15865.70,16183.02,16344.85,16508.30
1839,5939.00,6117.17,6300.69,6363.69,6490.97,6555.88,6686.99,6820.73,6888.94,6888.94,7095.61,7166.56
2331,4433.00,4477.33,4566.88,4566.88,4703.88,4845.00,4941.90,4991.32,5041.23,5041.23,5091.64,5142.56
2638,14270.00,14698.10,14992.06,14992.06,15441.82,15750.66,16065.67,16386.99,16714.73,16881.87,16881.87,16881.87
1754,1271.00,1296.42,1296.42,1309.38,1348.67,1348.67,1389.13,1389.13,1403.02,1417.05,1445.39,1445.39
2458,1960.00,1999.20,1999.20,1999.20,2059.18,2120.95,2142.16,2163.58,2185.22,2250.77,2273.28,2273.28
1822,11904.00,12023.04,12383.73,12383.73,12507.57,12882.80,13011.62,13011.62,13401.97,13535.99,13535.99,13535.99
2679,12656.00,13035.68,13166.04,13166.04,13561.02,13832.24,13970.56,14110.27,14251.37,14536.40,14827.12,14975.40
1568,6139.00,6200.39,6386.40,6450.27,6643.77,6843.09,6843.09,7048.38,7189.35,7189.35,7333.13,7553.13
1642,4019.00,4059.19,4140.37,4223.18,4307.64,4393.80,4525.61,4661.38,4661.38,4661.38,4707.99,4755.07
1444,12630.00,13008.90,13138.99,13138.99,13270.38,13535.79,13941.86,14360.12,14790.92,15086.74,15237.61,15389.98
1709,3892.00,3892.00,3892.00,3930.92,4048.85,4048.85,4048.85,4129.82,4171.12,4171.12,4171.12,4254.55
2169,12309.00,12432.09,12432.09,12556.41,12681.98,12935.61,13064.97,13064.97,13195.62,13195.62,13327.58,13327.58
2284,11713.00,11713.00,12064.39,12185.03,12306.88,12429.95,12554.25,12679.80,12933.39,12933.39,12933.39,13062.72
2661,1129.00,1140.29,1151.69,1186.24,1209.97,1209.97,1246.27,1283.66,1322.17,1361.83,1389.07,1389.07
1802,4578.00,4669.56,4809.65,4857.74,4954.90,5103.55,5103.55,5103.55,5154.58,5154.58,5257.67,5415.40
1430,6046.00,6106.46,6167.52,6290.88,6353.78,6480.86,6610.48,6610.48,6808.79,6808.79,6944.97,6944.97
1537,10168.00,10473.04,10577.77,10577.77,10683.55,11004.05,11334.18,11674.20,11790.94,11908.85,11908.85,12147.03
2197,7720.00,7797.20,7797.20,7875.17,8032.68,8113.00,8194.13,8358.01,8525.18,8610.43,8696.53,8957.43
2405,7111.00,7253.22,7325.75,7399.01,7399.01,7546.99,7697.93,7851.89,7930.41,8009.71,8009.71,8169.91
2066,8110.00,8353.30,8353.30,8520.37,8775.98,8863.74,9041.01,9131.42,9314.05,9500.33,9500.33,9595.33
2246,12223.00,12589.69,12967.38,13097.05,13359.00,13492.59,13627.51,14036.34,14176.70,14460.23,14460.23,14460.23
2133,1048.00,1058.48,1090.23,1112.04,1134.28,1168.31,1191.67,1203.59,1239.70,1239.70,1264.49,1302.43
2894,5281.00,5333.81,5440.49,5549.30,5660.28,5716.88,5774.05,5947.28,6006.75,6126.88,6188.15,6188.15
1476,4001.00,4081.02,4121.83,4204.27,4330.39,4417.00,4417.00,4461.17,4461.17,4595.01,4640.96,4640.96
2953,11828.00,12064.56,12185.21,12550.76,12927.28,13315.10,13714.56,13851.70,14267.25,14552.60,14843.65,14843.65
1162,8456.00,8456.00,8456.00,8709.68,8709.68,8970.97,9240.10,9517.30,9517.30,9802.82,10096.91,10399.81
2062,4950.00,4999.50,5099.49,5099.49,5150.48,5253.49,5411.10,5519.32,5629.71,5686.00,5856.59,5973.72
2077,5178.00,5333.34,5493.34,5493.34,5658.14,5771.30,5771.30,5829.02,5945.60,5945.60,6064.51,6246.44
2551,7487.00,7636.74,7636.74,7865.84,7944.50,8103.39,8265.46,8265.46,8348.11,8598.56,8684.54,8771.39
2431,4766.00,4766.00,4861.32,5007.16,5107.30,5209.45,5209.45,5209.45,5365.73,5365.73,5473.05,5637.24
2059,2895.00,2923.95,2953.19,3041.79,3133.04,3227.03,3259.30,3291.89,3390.65,3458.46,3493.05,3493.05
1938,5492.00,5656.76,5656.76,5656.76,5769.90,5885.29,5944.15,6063.03,6063.03,6184.29,6246.13,6246.13
2727,8623.00,8795.46,8795.46,8795.46,9059.32,9059.32,9240.51,9425.32,9613.83,9709.97,10001.26,10201.29
1525,3867.00,3983.01,3983.01,3983.01,4102.50,4184.55,4310.09,4396.29,4484.21,4573.90,4619.64,4619.64
1076,2801.00,2829.01,2913.88,2943.02,2943.02,2972.45,3061.62,3092.24,3092.24,3123.16,3185.62,3281.19
1636,2541.00,2541.00,2566.41,2643.40,2643.40,2669.84,2669.84,2723.23,2777.70,2833.25,2918.25,2976.61
2348,9004.00,9274.12,9552.34,9743.39,10035.69,10236.41,10441.13,10545.55,10756.46,10864.02,11081.30,11302.93
2658,3991.00,4070.82,4192.94,4318.73,4361.92,4405.54,4449.59,4449.59,4449.59,4583.08,4628.91,4767.78
2679,1521.00,1536.21,1551.57,1582.60,1614.26,1646.54,1679.47,1679.47,1713.06,1747.32,1782.27,1782.27
2554,6702.00,6836.04,6836.04,6904.40,6973.44,7043.18,7113.61,7255.88,7473.56,7623.03,7699.26,7853.25
2655,5875.00,5933.75,6111.76,6172.88,6296.34,6485.23,6614.93,6681.08,6814.70,7019.14,7089.34,7089.34
1841,10775.00,10775.00,10882.75,10991.58,11211.41,11323.52,11549.99,11780.99,12016.61,12256.95,12502.08,12502.08
2101,11022.00,11352.66,11466.19,11580.85,11580.85,11812.47,11930.59,12288.51,12411.39,12659.62,12659.62,13039.41
2592,13420.00,13688.40,14099.05,14240.04,14524.84,14670.09,14670.09,15110.19,15563.50,16030.41,16511.32,16841.54
2724,9036.00,9216.72,9308.89,9588.15,9875.80,9875.80,9974.56,10273.79,10376.53,10687.83,10687.83,10794.71
2965,10080.00,10382.40,10590.05,10590.05,10695.95,10695.95,11016.83,11347.33,11347.33,11460.81,11575.41,11691.17
1065,7913.00,7913.00,8150.39,8150.39,8313.40,8562.80,8734.06,8996.08,9265.96,9451.28,9734.82,9832.17
1202,14795.00,15090.90,15090.90,15241.81,15546.65,16013.04,16013.04,16013.04,16013.04,16333.31,16333.31,16823.30
1044,12966.00,13095.66,13357.57,13758.30,14171.05,14454.47,14888.10,14888.10,15334.75,15488.10,15488.10,15642.98
2054,11087.00,11419.61,11762.20,11997.44,12237.39,12359.77,12483.36,12857.86,13243.60,13376.04,13643.56,13779.99
2690,7147.00,7147.00,7147.00,7147.00,7289.94,7508.64,7658.81,7888.58,7888.58,7888.58,8046.35,8046.35
1012,8669.00,8755.69,9018.36,9288.91,9381.80,9475.62,9759.89,9955.08,10154.19,10154.19,10458.81,10667.99
1244,13117.00,13379.34,13379.34,13513.13,13783.40,13921.23,14060.44,14201.05,14485.07,14919.62,15367.21,15674.55
2752,9485.00,9579.85,9867.25,10163.26,10163.26,10163.26,10163.26,10468.16,10468.16,10677.52,10891.07,11217.81
2946,7347.00,7567.41,7643.08,7643.08,7872.38,7951.10,8189.63,8435.32,8519.68,8690.07,8690.07,8690.07
1871,5268.00,5373.36,5480.83,5645.25,5645.25,5701.70,5815.74,5873.90,5873.90,6050.11,6171.12,6356.25
2004,12699.00,12699.00,13079.97,13472.37,13607.09,14015.31,14295.61,14438.57,14871.72,15317.88,15777.41,15935.19
2024,8469.00,8723.07,8897.53,9164.46,9164.46,9439.39,9628.18,9917.02,10016.19,10316.68,10626.18,10944.97
2759,4244.00,4328.88,4415.46,4415.46,4503.77,4548.80,4685.27,4685.27,4732.12,4874.08,4922.83,4972.05
1124,8986.00,9075.86,9075.86,9348.14,9348.14,9628.58,9917.44,10115.79,10318.10,10627.64,10946.47,10946.47
1044,8680.00,8940.40,8940.40,9029.80,9300.70,9393.71,9581.58,9869.03,9869.03,10066.41,10167.07,10268.74
1489,3923.00,4040.69,4040.69,4161.91,4161.91,4161.91,4286.77,4372.50,4503.68,4593.75,4731.56,4731.56
1352,5979.00,5979.00,6158.37,6219.95,6219.95,6344.35,6344.35,6471.24,6600.66,6666.67,6666.67,6666.67
1153,6124.00,6185.24,6370.80,6370.80,6498.21,6628.18,6694.46,6895.29,6895.29,6964.25,7173.17,7173.17
2685,11310.00,11423.10,11765.79,12118.77,12118.77,12118.77,12118.77,12361.14,12731.98,12986.62,13116.48,13116.48
2391,13479.00,13613.79,13613.79,13886.07,14302.65,14588.70,15026.36,15477.15,15631.92,15788.24,15788.24,16104.01
2695,3444.00,3512.88,3583.14,3583.14,3654.80,3727.90,3839.73,3916.53,3955.69,4034.81,4115.50,4197.81
1767,6329.00,6455.58,6649.25,6715.74,6917.21,7124.73,7267.22,7267.22,7339.90,7413.29,7635.69,7788.41
1917,2239.00,2306.17,2329.23,2375.82,2447.09,2520.50,2570.91,2622.33,2701.00,2728.01,2728.01,2809.85
1186,9119.00,9210.19,9486.50,9676.23,9676.23,9676.23,9869.75,9968.45,9968.45,9968.45,10267.50,10575.53
1043,10426.00,10426.00,10738.78,11060.94,11392.77,11506.70,11621.77,11970.42,12209.83,12454.02,12703.10,12957.17
2908,12031.00,12031.00,12271.62,12271.62,12639.77,12766.17,12893.83,13151.70,13546.26,13546.26,13952.64,14231.70
1220,2280.00,2325.60,2325.60,2372.11,2419.55,2467.95,2517.30,2542.48,2618.75,2697.31,2724.29,2751.53
2039,7742.00,7896.84,8133.75,8215.08,8379.38,8546.97,8546.97,8803.38,8979.45,8979.45,8979.45,9248.83
2476,4163.00,4163.00,4163.00,4163.00,4246.26,4373.65,4373.65,4504.86,4640.00,4640.00,4732.80,4780.13
2311,14515.00,14515.00,14660.15,14660.15,14806.75,15102.89,15253.92,15253.92,15253.92,15253.92,15253.92,15253.92
1392,8987.00,8987.00,9166.74,9350.07,9443.58,9538.01,9538.01,9538.01,9538.01,9633.39,9633.39,9633.39
2048,1430.00,1444.30,1473.19,1487.92,1502.80,1517.83,1517.83,1548.18,1579.15,1626.52,1659.05,1659.05
1036,14878.00,15324.34,15630.83,16099.75,16582.74,17080.23,17421.83,17596.05,17772.01,17772.01,17949.73,18308.72
1268,9212.00,9304.12,9583.24,9583.24,9679.08,9872.66,10070.11,10271.51,10374.23,10581.71,10581.71,10793.35
2567,2579.00,2604.79,2682.93,2709.76,2791.06,2818.97,2875.35,2904.10,2933.14,2933.14,2962.47,2992.10
2966,11258.00,11370.58,11370.58,11597.99,11597.99,11597.99,11829.95,11829.95,12066.55,12066.55,12428.55,12801.40
2655,11039.00,11149.39,11149.39,11372.38,11372.38,11713.55,11830.68,12067.30,12067.30,12429.32,12429.32,12429.32
1423,6449.00,6449.00,6513.49,6513.49,6708.89,6775.98,6843.74,6980.62,7120.23,7120.23,7120.23,7191.43
2284,8234.00,8481.02,8481.02,8481.02,8481.02,8735.45,8822.81,8822.81,8911.03,9089.25,9180.15,9363.75
1375,1235.00,1235.00,1272.05,1272.05,1284.77,1323.31,1363.01,1376.64,1390.41,1418.22,1460.76,1504.59
1371,13492.00,13626.92,13763.19,14038.45,14319.22,14605.61,15043.77,15043.77,15194.21,15498.10,15653.08,15653.08
2663,3269.00,3301.69,3367.72,3435.08,3503.78,3538.82,3538.82,3609.59,3609.59,3681.79,3718.60,3755.79
1992,1515.00,1530.15,1560.75,1560.75,1607.58,1607.58,1607.58,1639.73,1656.12,1705.81,1722.87,1740.09
1824,2425.00,2449.25,2473.74,2473.74,2547.95,2598.91,2624.90,2677.40,2757.72,2840.45,2868.86,2897.55
2545,8104.00,8347.12,8347.12,8430.59,8514.90,8770.34,8945.75,8945.75,9124.67,9124.67,9215.91,9400.23
2618,2958.00,3017.16,3077.50,3108.28,3108.28,3139.36,3170.75,3170.75,3265.88,3265.88,3331.19,3364.51
1671,7571.00,7722.42,7876.87,7955.64,8114.75,8358.19,8358.19,8441.77,8610.61,8696.72,8783.68,8783.68
2216,9373.00,9654.19,9750.73,9945.75,10144.66,10144.66,10144.66,10449.00,10762.47,10977.72,11197.28,11197.28
2698,3358.00,3358.00,3425.16,3527.91,3633.75,3706.43,3780.56,3856.17,3971.85,4091.01,4172.83,4214.56
1986,1634.00,1650.34,1666.84,1683.51,1717.18,1751.53,1786.56,1840.15,1858.55,1914.31,1933.45,1972.12
2423,1824.00,1878.72,1878.72,1878.72,1935.08,1993.13,1993.13,1993.13,2033.00,2053.33,2114.93,2136.08
1965,3870.00,3986.10,3986.10,4105.68,4228.85,4228.85,4228.85,4355.72,4442.83,4531.69,4531.69,4577.01
1481,14231.00,14657.93,14657.93,14951.09,14951.09,15250.11,15707.61,15864.69,16340.63,16504.04,16504.04,16999.16
2990,7679.00,7832.58,8067.56,8228.91,8311.20,8560.53,8646.14,8732.60,8994.58,9264.42,9542.35,9637.77
2796,12171.00,12536.13,12661.49,13041.34,13302.16,13701.23,14112.26,14394.51,14682.40,14829.22,15125.81,15277.07
2840,6498.00,6562.98,6628.61,6694.90,6694.90,6694.90,6761.84,6761.84,6761.84,6761.84,6829.46,6897.76
1784,2797.00,2797.00,2880.91,2938.53,2967.91,2997.59,3027.57,3118.40,3180.76,3212.57,3244.70,3244.70
2624,3884.00,3884.00,4000.52,4120.54,4120.54,4120.54,4244.15,4244.15,4286.59,4415.19,4459.34,4459.34
2392,14139.00,14280.39,14423.19,14567.43,14567.43,14713.10,14713.10,15154.49,15609.13,15921.31,15921.31,16080.52
2217,6664.00,6730.64,6797.95,6865.93,7003.24,7213.34,7357.61,7578.34,7805.69,7961.80,7961.80,8041.42
1489,1354.00,1367.54,1408.57,1450.82,1450.82,1479.84,1494.64,1524.53,1570.27,1601.67,1649.72,1682.72
2051,3969.00,4088.07,4128.95,4128.95,4170.24,4211.94,4211.94,4211.94,4338.30,4338.30,4381.68,4381.68
1861,7102.00,7315.06,7461.36,7685.20,7685.20,7915.76,8153.23,8316.30,8482.62,8652.27,8911.84,9179.20
2549,4681.00,4727.81,4727.81,4822.37,4967.04,5116.05,5218.37,5322.74,5429.19,5483.48,5647.99,5817.43
2560,1267.00,1305.01,1331.11,1344.42,1357.87,1398.60,1412.59,1412.59,1426.71,1469.51,1469.51,1469.51
2465,14615.00,14761.15,15203.98,15356.02,15816.71,15974.87,16294.37,16294.37,16620.26,16786.46,16786.46,16954.32
1795,9510.00,9795.30,9795.30,9991.21,10191.03,10394.85,10394.85,10394.85,10706.70,10920.83,11248.46,11248.46
1243,11015.00,11345.45,11458.90,11573.49,11920.70,12039.91,12280.70,12280.70,12526.32,12651.58,13031.13,13291.75
2217,6510.00,6510.00,6705.30,6906.46,6975.52,7115.03,7328.49,7328.49,7548.34,7774.79,7852.54,8009.59
2091,9297.00,9389.97,9389.97,9483.87,9768.39,9768.39,9768.39,10061.44,10262.67,10262.67,10365.29,10365.29
2190,8077.00,8077.00,8077.00,8077.00,8319.31,8319.31,8402.50,8402.50,8654.58,8654.58,8827.67,8827.67
1886,4095.00,4176.90,4260.44,4260.44,4303.04,4432.13,4565.10,4610.75,4702.96,4797.02,4797.02,4844.99
2785,12659.00,12912.18,13299.55,13698.53,13972.50,13972.50,14251.95,14536.99,14682.36,14829.19,15274.06,15426.80
2575,13086.00,13216.86,13613.37,13885.63,14163.35,14588.25,14588.25,14734.13,15176.15,15631.44,16100.38,16261.38
1206,6106.00,6167.06,6352.07,6415.59,6415.59,6415.59,6479.75,6674.14,6740.88,6740.88,6875.70,7081.97
2730,3018.00,3048.18,3139.63,3202.42,3298.49,3364.46,3431.75,3500.38,3535.39,3570.74,3570.74,3642.16
1491,2202.00,2246.04,2246.04,2313.42,2359.69,2359.69,2406.88,2430.95,2479.57,2553.96,2605.04,2605.04
1961,4072.00,4112.72,4112.72,4153.85,4278.46,4406.82,4494.95,4494.95,4584.85,4722.40,4864.07,4961.35
2737,1523.00,1538.23,1553.61,1584.68,1616.38,1632.54,1632.54,1665.19,1665.19,1715.15,1766.60,1801.94
1756,5101.00,5203.02,5203.02,5359.11,5359.11,5519.88,5575.08,5742.34,5742.34,5742.34,5742.34,5742.34
2948,1247.00,1259.47,1272.06,1310.23,1349.53,1390.02,1417.82,1460.35,1474.96,1504.46,1549.59,1549.59
1703,13355.00,13355.00,13755.65,13755.65,14168.32,14310.00,14453.10,14597.63,15035.56,15486.63,15641.50,15954.33
2950,7753.00,7985.59,7985.59,7985.59,8225.16,8225.16,8225.16,8471.91,8556.63,8556.63,8727.76,8815.04
1207,12561.00,12561.00,12686.61,13067.21,13067.21,13328.55,13595.12,14002.98,14143.01,14425.87,14714.38,14861.53
1344,3132.00,3132.00,3163.32,3226.59,3226.59,3291.12,3356.94,3457.65,3492.23,3492.23,3596.99,3632.96
2706,3384.00,3417.84,3486.20,3521.06,3556.27,3556.27,3591.83,3591.83,3699.59,3810.57,3886.79,4003.39
2416,4378.00,4465.56,4599.53,4737.51,4879.64,5026.03,5176.81,5280.34,5438.75,5438.75,5547.53,5603.00
2522,5609.00,5609.00,5665.09,5665.09,5778.39,5951.74,6130.30,6314.20,6314.20,6314.20,6314.20,6503.63
2505,13077.00,13469.31,13604.00,13604.00,13876.08,14014.84,14435.29,14579.64,14579.64,14871.24,15019.95,15019.95
2267,2107.00,2149.14,2213.61,2257.89,2257.89,2257.89,2257.89,2303.04,2349.11,2372.60,2443.77,2517.09
2683,5450.00,5450.00,5559.00,5725.77,5725.77,5783.03,5956.52,6016.08,6076.24,6137.01,6198.38,6322.34
2801,8949.00,8949.00,9038.49,9128.87,9128.87,9311.45,9311.45,9404.57,9498.61,9593.60,9689.53,9980.22
1850,8802.00,8802.00,8890.02,9067.82,9339.86,9339.86,9620.05,9620.05,9908.65,9908.65,9908.65,10205.91
1958,11600.00,11716.00,11833.16,11951.49,12190.52,12434.33,12558.68,12809.85,12937.95,13326.09,13326.09,13725.87
2240,1491.00,1505.91,1536.03,1536.03,1536.03,1536.03,1566.75,1566.75,1598.08,1598.08,1614.06,1630.21
2600,1007.00,1027.14,1037.41,1047.79,1068.74,1100.80,1122.82,1122.82,1145.28,1156.73,1179.86,1179.86
1041,9040.00,9220.80,9497.42,9592.40,9784.25,9784.25,9882.09,10079.73,10382.12,10589.76,10801.56,11125.61
2004,6887.00,6887.00,6887.00,6887.00,6887.00,6955.87,7164.55,7379.48,7379.48,7600.87,7752.88,7830.41
2701,4529.00,4574.29,4620.03,4666.23,4806.22,4806.22,4950.41,5098.92,5200.90,5252.91,5305.44,5411.54
1679,10363.00,10570.26,10675.96,10889.48,11216.17,11216.17,11328.33,11554.89,11554.89,11785.99,12139.57,12139.57
1647,1025.00,1025.00,1035.25,1055.96,1077.07,1109.39,1120.48,1154.09,1165.64,1165.64,1188.95,1212.73
2501,9284.00,9284.00,9284.00,9562.52,9658.15,9658.15,9754.73,10047.37,10348.79,10452.28,10765.85,10873.50
1721,12069.00,12310.38,12433.48,12557.82,12557.82,12557.82,12934.55,13063.90,13325.18,13591.68,13591.68,13727.60
2594,7525.00,7750.75,7750.75,7828.26,7828.26,7906.54,7985.61,7985.61,8065.46,8146.12,8309.04,8475.22
2480,5450.00,5613.50,5781.91,5897.54,5956.52,5956.52,6016.08,6016.08,6136.41,6320.50,6510.11,6575.21
1933,4951.00,5099.53,5150.53,5202.03,5202.03,5254.05,5411.67,5411.67,5411.67,5574.02,5685.50,5742.36
2689,1583.00,1583.00,1630.49,1679.40,1712.99,1747.25,1747.25,1799.67,1853.66,1909.27,1928.36,1966.93
1516,2710.00,2791.30,2875.04,2961.29,2961.29,2990.90,2990.90,2990.90,3020.81,3051.02,3112.04,3174.28
2477,8870.00,8870.00,8958.70,8958.70,8958.70,9227.46,9504.28,9789.41,9985.20,10184.91,10184.91,10286.75
2921,13410.00,13678.20,13814.98,14229.43,14656.31,14949.44,15098.94,15551.90,15551.90,15862.94,15862.94,15862.94
2534,8011.00,8091.11,8091.11,8252.93,8417.99,8502.17,8587.19,8844.81,8933.26,9201.25,9293.27,9293.27
1521,7358.00,7578.74,7806.10,7884.16,7884.16,7963.00,8042.63,8283.91,8366.75,8366.75,8617.76,8876.29
2917,11356.00,11696.68,11930.61,12049.92,12290.92,12659.65,12912.84,13041.97,13302.81,13568.86,13975.93,14115.69
1798,2449.00,2497.98,2522.96,2548.19,2548.19,2573.67,2625.14,2703.90,2730.94,2785.56,2785.56,2785.56
2157,6833.00,7037.99,7108.37,7321.62,7468.05,7468.05,7542.73,7769.02,7769.02,7769.02,7769.02,7924.40
1732,8975.00,9244.25,9429.14,9523.43,9618.66,9811.03,9909.14,9909.14,10206.42,10308.48,10617.74,10617.74
1601,5038.00,5038.00,5088.38,5139.26,5190.66,5294.47,5400.36,5400.36,5454.36,5617.99,5617.99,5674.17
2766,3317.00,3416.51,3519.01,3554.20,3660.82,3660.82,3660.82,3734.04,3734.04,3771.38,3809.09,3923.36
2903,12582.00,12833.64,13090.31,13483.02,13617.85,13617.85,13890.21,14168.01,14593.05,14593.05,14884.92,15033.76
2150,11383.00,11383.00,11724.49,12076.22,12438.51,12562.90,12688.53,12815.41,13071.72,13463.87,13463.87,13598.51
1206,11377.00,11377.00,11604.54,11720.59,11955.00,12194.10,12437.98,12686.74,12940.47,12940.47,13069.88,13200.58
2662,1144.00,1144.00,1166.88,1166.88,1201.89,1213.91,1226.04,1226.04,1262.83,1300.71,1300.71,1313.72
1280,1067.00,1088.34,1088.34,1099.22,1121.21,1121.21,1132.42,1143.74,1166.62,1178.29,1190.07,1213.87
2817,9639.00,9831.78,10028.42,10128.70,10331.27,10434.59,10538.93,10749.71,10964.71,11184.00,11295.84,11295.84
2443,3232.00,3264.32,3329.61,3362.90,3396.53,3396.53,3498.43,3533.41,3604.08,3676.16,3786.45,3900.04
1111,12370.00,12617.40,12869.75,12998.45,13128.43,13128.43,13259.71,13392.31,13392.31,13794.08,14069.96,14492.06
2701,11290.00,11628.70,11628.70,11628.70,11744.99,12097.34,12460.26,12834.06,13219.09,13219.09,13219.09,13615.66
2998,4807.00,4903.14,4903.14,4903.14,5001.20,5101.23,5203.25,5307.32,5466.54,5466.54,5466.54,5521.20
1876,8350.00,8517.00,8517.00,8517.00,8772.51,8947.96,8947.96,9216.40,9216.40,9400.73,9400.73,9400.73
