Sales_Date,Product,Price,Quantity_Sold
3/2/2020,Eggcellent Citrus Splash Soap,1.25,9
3/2/2020,Spring Meadow Goat Milk Soap,3.75,37
4/2/2020,Eggcellent Citrus Splash Soap,1.25,38
4/2/2020,Spring Meadow Goat Milk Soap,3.75,15
5/2/2020,Chocolate Bunny Exfoliating Scrub,10,23
6/2/2020,Spring Meadow Goat Milk Soap,3.75,34
7/2/2020,Chocolate Bunny Exfoliating Scrub,10,17
8/2/2020,Egg-citing Citrus Soap,1.5,20
9/2/2020,Chocolate Bunny Exfoliating Scrub,10,36
9/2/2020,Egg-citing Citrus Soap,1.5,12
9/2/2020,Spring Meadow Goat Milk Soap,3.75,21
10/2/2020,Chocolate Bunny Exfoliating Scrub,10,10
10/2/2020,Egg-citing Citrus Soap,1.5,30
11/2/2020,Chocolate Bunny Exfoliating Scrub,10,3
12/2/2020,Egg-citing Citrus Soap,1.5,32
12/2/2020,Spring Meadow Goat Milk Soap,3.75,34
13/2/2020,Chocolate Bunny Exfoliating Scrub,10,5
13/2/2020,Egg-citing Citrus Soap,1.5,18
13/2/2020,Spring Meadow Goat Milk Soap,3.75,20
14/2/2020,Chocolate Bunny Exfoliating Scrub,10,16
15/2/2020,Spring Meadow Goat Milk Soap,3.75,3
16/2/2020,Chocolate Bunny Exfoliating Scrub,10,21
16/2/2020,Spring Meadow Goat Milk Soap,3.75,33
18/2/2020,Chocolate Bunny Exfoliating Scrub,10,22
19/2/2020,Spring Meadow Goat Milk Soap,3.75,27
20/2/2020,Chocolate Bunny Exfoliating Scrub,10,8
21/2/2020,Chocolate Bunny Exfoliating Scrub,10,6
21/2/2020,Spring Meadow Goat Milk Soap,3.75,13
22/2/2020,Spring Meadow Goat Milk Soap,3.75,33
24/2/2020,Chocolate Bunny Exfoliating Scrub,10,3
24/2/2020,Spring Meadow Goat Milk Soap,3.75,31
26/2/2020,Chocolate Bunny Exfoliating Scrub,10,32
26/2/2020,Spring Meadow Goat Milk Soap,3.75,33
27/2/2020,Chocolate Bunny Exfoliating Scrub,10,10
27/2/2020,Spring Meadow Goat Milk Soap,3.75,28
28/2/2020,Chocolate Bunny Exfoliating Scrub,10,9
28/2/2020,Spring Meadow Goat Milk Soap,3.75,35
29/2/2020,Chocolate Bunny Exfoliating Scrub,10,18
1/3/2020,Spring Meadow Goat Milk Soap,3.75,18
3/3/2020,Chocolate Bunny Exfoliating Scrub,10,10
3/3/2020,Spring Meadow Goat Milk Soap,3.75,27
4/3/2020,Chocolate Bunny Exfoliating Scrub,10,26
4/3/2020,Spring Meadow Goat Milk Soap,3.75,27
6/3/2020,Chocolate Bunny Exfoliating Scrub,10,4
6/3/2020,Spring Meadow Goat Milk Soap,3.75,16
7/3/2020,Chocolate Bunny Exfoliating Scrub,10,7
10/3/2020,Chocolate Bunny Exfoliating Scrub,10,14
10/3/2020,Spring Meadow Goat Milk Soap,3.75,35
11/3/2020,Chocolate Bunny Exfoliating Scrub,10,13
11/3/2020,Spring Meadow Goat Milk Soap,3.75,29
12/3/2020,Chocolate Bunny Exfoliating Scrub,10,9
12/3/2020,Spring Meadow Goat Milk Soap,3.75,34
13/3/2020,Chocolate Bunny Exfoliating Scrub,10,24
13/3/2020,Spring Meadow Goat Milk Soap,3.75,29
14/3/2020,Spring Meadow Goat Milk Soap,3.75,15
17/3/2020,Chocolate Bunny Exfoliating Scrub,10,29
17/3/2020,Spring Meadow Goat Milk Soap,3.75,27
18/3/2020,Chocolate Bunny Exfoliating Scrub,10,13
18/3/2020,Spring Meadow Goat Milk Soap,3.75,15
19/3/2020,Chocolate Bunny Exfoliating Scrub,10,22
20/3/2020,Chocolate Bunny Exfoliating Scrub,10,37
20/3/2020,Spring Meadow Goat Milk Soap,3.75,19
22/3/2020,Chocolate Bunny Exfoliating Scrub,10,37
22/3/2020,Spring Meadow Goat Milk Soap,3.75,10
23/3/2020,Spring Meadow Goat Milk Soap,3.75,32
24/3/2020,Chocolate Bunny Exfoliating Scrub,10,9
24/3/2020,Spring Meadow Goat Milk Soap,3.75,13
25/3/2020,Chocolate Bunny Exfoliating Scrub,10,17
26/3/2020,Chocolate Bunny Exfoliating Scrub,10,31
26/3/2020,Spring Meadow Goat Milk Soap,3.75,34
27/3/2020,Chocolate Bunny Exfoliating Scrub,10,29
28/3/2020,Spring Meadow Goat Milk Soap,3.75,33
30/3/2020,Spring Meadow Goat Milk Soap,3.75,7
1/4/2020,Spring Meadow Goat Milk Soap,3.75,4
2/2/2020,Chocolate Bunny Exfoliating Scrub,10,28
2/2/2020,Egg-citing Citrus Soap,1.5,18
2/2/2020,Eggcellent Citrus Splash Soap,1.25,35
2/2/2020,Hot Cross Bun & Honey Almond Soap,2,14
2/2/2020,Spring Meadow Goat Milk Soap,3.75,3
2/2/2020,Springtime Blossom Handmade Soap,3,31
17/2/2020,Chocolate Bunny Exfoliating Scrub,10,24
17/2/2020,Egg-citing Citrus Soap,1.5,5
17/2/2020,Eggcellent Citrus Splash Soap,1.25,14
17/2/2020,Hot Cross Bun & Honey Almond Soap,2,10
17/2/2020,Spring Meadow Goat Milk Soap,3.75,32
17/2/2020,Springtime Blossom Handmade Soap,3,32
23/2/2020,Chocolate Bunny Exfoliating Scrub,10,24
23/2/2020,Egg-citing Citrus Soap,1.5,9
23/2/2020,Eggcellent Citrus Splash Soap,1.25,18
23/2/2020,Hot Cross Bun & Honey Almond Soap,2,37
23/2/2020,Spring Meadow Goat Milk Soap,3.75,19
23/2/2020,Springtime Blossom Handmade Soap,3,30
25/2/2020,Chocolate Bunny Exfoliating Scrub,10,30
25/2/2020,Egg-citing Citrus Soap,1.5,38
25/2/2020,Eggcellent Citrus Splash Soap,1.25,36
25/2/2020,Hot Cross Bun & Honey Almond Soap,2,37
25/2/2020,Spring Meadow Goat Milk Soap,3.75,21
25/2/2020,Springtime Blossom Handmade Soap,3,12
2/3/2020,Chocolate Bunny Exfoliating Scrub,10,19
2/3/2020,Egg-citing Citrus Soap,1.5,15
2/3/2020,Eggcellent Citrus Splash Soap,1.25,32
2/3/2020,Hot Cross Bun & Honey Almond Soap,2,24
2/3/2020,Spring Meadow Goat Milk Soap,3.75,18
2/3/2020,Springtime Blossom Handmade Soap,3,29
5/3/2020,Chocolate Bunny Exfoliating Scrub,10,31
5/3/2020,Egg-citing Citrus Soap,1.5,6
5/3/2020,Eggcellent Citrus Splash Soap,1.25,35
5/3/2020,Hot Cross Bun & Honey Almond Soap,2,37
5/3/2020,Spring Meadow Goat Milk Soap,3.75,6
5/3/2020,Springtime Blossom Handmade Soap,3,38
8/3/2020,Chocolate Bunny Exfoliating Scrub,10,14
8/3/2020,Egg-citing Citrus Soap,1.5,20
8/3/2020,Eggcellent Citrus Splash Soap,1.25,23
8/3/2020,Hot Cross Bun & Honey Almond Soap,2,26
8/3/2020,Spring Meadow Goat Milk Soap,3.75,3
8/3/2020,Springtime Blossom Handmade Soap,3,30
9/3/2020,Chocolate Bunny Exfoliating Scrub,10,29
9/3/2020,Egg-citing Citrus Soap,1.5,3
9/3/2020,Eggcellent Citrus Splash Soap,1.25,27
9/3/2020,Hot Cross Bun & Honey Almond Soap,2,25
9/3/2020,Spring Meadow Goat Milk Soap,3.75,30
9/3/2020,Springtime Blossom Handmade Soap,3,15
15/3/2020,Chocolate Bunny Exfoliating Scrub,10,16
15/3/2020,Egg-citing Citrus Soap,1.5,29
15/3/2020,Eggcellent Citrus Splash Soap,1.25,33
15/3/2020,Hot Cross Bun & Honey Almond Soap,2,6
15/3/2020,Spring Meadow Goat Milk Soap,3.75,32
15/3/2020,Springtime Blossom Handmade Soap,3,38
16/3/2020,Chocolate Bunny Exfoliating Scrub,10,25
16/3/2020,Egg-citing Citrus Soap,1.5,15
16/3/2020,Eggcellent Citrus Splash Soap,1.25,4
16/3/2020,Hot Cross Bun & Honey Almond Soap,2,37
16/3/2020,Spring Meadow Goat Milk Soap,3.75,3
16/3/2020,Springtime Blossom Handmade Soap,3,6
21/3/2020,Chocolate Bunny Exfoliating Scrub,10,27
21/3/2020,Egg-citing Citrus Soap,1.5,23
21/3/2020,Eggcellent Citrus Splash Soap,1.25,8
21/3/2020,Hot Cross Bun & Honey Almond Soap,2,15
21/3/2020,Spring Meadow Goat Milk Soap,3.75,27
21/3/2020,Springtime Blossom Handmade Soap,3,17
29/3/2020,Chocolate Bunny Exfoliating Scrub,10,24
29/3/2020,Egg-citing Citrus Soap,1.5,5
29/3/2020,Eggcellent Citrus Splash Soap,1.25,29
29/3/2020,Hot Cross Bun & Honey Almond Soap,2,32
29/3/2020,Spring Meadow Goat Milk Soap,3.75,10
29/3/2020,Springtime Blossom Handmade Soap,3,20
31/3/2020,Chocolate Bunny Exfoliating Scrub,10,22
31/3/2020,Egg-citing Citrus Soap,1.5,11
31/3/2020,Eggcellent Citrus Splash Soap,1.25,36
31/3/2020,Hot Cross Bun & Honey Almond Soap,2,14
31/3/2020,Spring Meadow Goat Milk Soap,3.75,25
31/3/2020,Springtime Blossom Handmade Soap,3,4
2/4/2020,Chocolate Bunny Exfoliating Scrub,10,37
2/4/2020,Egg-citing Citrus Soap,1.5,8
2/4/2020,Eggcellent Citrus Splash Soap,1.25,32
2/4/2020,Hot Cross Bun & Honey Almond Soap,2,38
2/4/2020,Spring Meadow Goat Milk Soap,3.75,18
2/4/2020,Springtime Blossom Handmade Soap,3,10
3/4/2020,Chocolate Bunny Exfoliating Scrub,10,19
3/4/2020,Egg-citing Citrus Soap,1.5,18
3/4/2020,Eggcellent Citrus Splash Soap,1.25,6
3/4/2020,Hot Cross Bun & Honey Almond Soap,2,24
3/4/2020,Spring Meadow Goat Milk Soap,3.75,30
3/4/2020,Springtime Blossom Handmade Soap,3,15
4/4/2020,Chocolate Bunny Exfoliating Scrub,10,27
4/4/2020,Egg-citing Citrus Soap,1.5,27
4/4/2020,Eggcellent Citrus Splash Soap,1.25,5
4/4/2020,Hot Cross Bun & Honey Almond Soap,2,9
4/4/2020,Spring Meadow Goat Milk Soap,3.75,13
4/4/2020,Springtime Blossom Handmade Soap,3,15
5/4/2020,Chocolate Bunny Exfoliating Scrub,10,23
5/4/2020,Egg-citing Citrus Soap,1.5,9
5/4/2020,Eggcellent Citrus Splash Soap,1.25,15
5/4/2020,Hot Cross Bun & Honey Almond Soap,2,7
5/4/2020,Spring Meadow Goat Milk Soap,3.75,23
5/4/2020,Springtime Blossom Handmade Soap,3,35
6/4/2020,Chocolate Bunny Exfoliating Scrub,10,5
6/4/2020,Egg-citing Citrus Soap,1.5,11
6/4/2020,Eggcellent Citrus Splash Soap,1.25,6
6/4/2020,Hot Cross Bun & Honey Almond Soap,2,21
6/4/2020,Spring Meadow Goat Milk Soap,3.75,22
6/4/2020,Springtime Blossom Handmade Soap,3,28
7/4/2020,Chocolate Bunny Exfoliating Scrub,10,17
7/4/2020,Egg-citing Citrus Soap,1.5,5
7/4/2020,Eggcellent Citrus Splash Soap,1.25,8
7/4/2020,Hot Cross Bun & Honey Almond Soap,2,26
7/4/2020,Spring Meadow Goat Milk Soap,3.75,15
7/4/2020,Springtime Blossom Handmade Soap,3,23
8/4/2020,Chocolate Bunny Exfoliating Scrub,10,7
8/4/2020,Egg-citing Citrus Soap,1.5,11
8/4/2020,Eggcellent Citrus Splash Soap,1.25,19
8/4/2020,Hot Cross Bun & Honey Almond Soap,2,16
8/4/2020,Spring Meadow Goat Milk Soap,3.75,36
8/4/2020,Springtime Blossom Handmade Soap,3,16
9/4/2020,Chocolate Bunny Exfoliating Scrub,10,31
9/4/2020,Egg-citing Citrus Soap,1.5,13
9/4/2020,Eggcellent Citrus Splash Soap,1.25,20
9/4/2020,Hot Cross Bun & Honey Almond Soap,2,16
9/4/2020,Spring Meadow Goat Milk Soap,3.75,30
9/4/2020,Springtime Blossom Handmade Soap,3,24
10/4/2020,Chocolate Bunny Exfoliating Scrub,10,10
10/4/2020,Egg-citing Citrus Soap,1.5,17
10/4/2020,Eggcellent Citrus Splash Soap,1.25,14
10/4/2020,Hot Cross Bun & Honey Almond Soap,2,29
10/4/2020,Spring Meadow Goat Milk Soap,3.75,29
10/4/2020,Springtime Blossom Handmade Soap,3,16
11/4/2020,Chocolate Bunny Exfoliating Scrub,10,18
11/4/2020,Egg-citing Citrus Soap,1.5,34
11/4/2020,Eggcellent Citrus Splash Soap,1.25,38
11/4/2020,Hot Cross Bun & Honey Almond Soap,2,19
11/4/2020,Spring Meadow Goat Milk Soap,3.75,26
11/4/2020,Springtime Blossom Handmade Soap,3,11
