Sales_Date,Product,Price,Quantity_Sold
18/1/2024,Chocolate Truffle Bunny Scrub Bar,6,32
18/1/2024,Easter Egg Delight Shea Butter Soap,3,10
18/1/2024,Easter Lily Goat Milk Soap,4,11
18/1/2024,Honey Bunny Oaty Soap,3,29
18/1/2024,Hot Cross Bun Soap Bar,5,22
18/1/2024,Spring Garden Petal Soap,3.5,30
19/1/2024,Bunny Hop Bubble Bar,4,5
19/1/2024,Chocolate Truffle Bunny Scrub Bar,6,3
19/1/2024,Easter Eggstravaganza Cocoa Soap,4.5,24
20/1/2024,Bunny Trail Botanical Soap,5,23
20/1/2024,Easter Lily Goat Milk Soap,4,24
20/1/2024,Honey Bunny Oaty Soap,3,30
20/1/2024,Spring Garden Petal Soap,3.5,4
20/1/2024,Spring Raindrop Handcrafted Soap,3,3
21/1/2024,Blossom Breeze Bath Fizzies,7,16
21/1/2024,Bunny Hop Bubble Bar,4,21
21/1/2024,Chocolate Bunny Bliss Bath Bombs,15,36
21/1/2024,Easter Egg Delight Shea Butter Soap,3,33
21/1/2024,Easter Lily Goat Milk Soap,4,15
21/1/2024,Hot Cross Bun Soap Bar,5,38
21/1/2024,Lavender Fields Bunny Soap,2.5,18
21/1/2024,Spring Garden Petal Soap,3.5,32
22/1/2024,Bunny Trail Botanical Soap,5,17
22/1/2024,Chocolate Bunny Bliss Bath Bombs,15,26
22/1/2024,Chocolate Truffle Bunny Scrub Bar,6,19
22/1/2024,Easter Egg Delight Shea Butter Soap,3,5
22/1/2024,Easter Eggstravaganza Cocoa Soap,4.5,24
22/1/2024,Easter Lily Goat Milk Soap,4,34
22/1/2024,Honey Bunny Oaty Soap,3,33
22/1/2024,Hot Cross Bun Soap Bar,5,15
22/1/2024,Lavender Fields Bunny Soap,2.5,3
22/1/2024,Spring Raindrop Handcrafted Soap,3,34
23/1/2024,Blossom Breeze Bath Fizzies,7,7
23/1/2024,Bunny Hop Bubble Bar,4,27
23/1/2024,Chocolate Bunny Bliss Bath Bombs,15,8
23/1/2024,Chocolate Truffle Bunny Scrub Bar,6,13
23/1/2024,Easter Lily Goat Milk Soap,4,22
23/1/2024,Lavender Fields Bunny Soap,2.5,23
23/1/2024,Spring Garden Petal Soap,3.5,3
24/1/2024,Blossom Breeze Bath Fizzies,7,13
24/1/2024,Bunny Hop Bubble Bar,4,31
24/1/2024,Chocolate Bunny Bliss Bath Bombs,15,8
24/1/2024,Chocolate Truffle Bunny Scrub Bar,6,25
24/1/2024,Easter Egg Delight Shea Butter Soap,3,21
24/1/2024,Easter Lily Goat Milk Soap,4,24
24/1/2024,Honey Bunny Oaty Soap,3,13
24/1/2024,Hot Cross Bun Soap Bar,5,31
24/1/2024,Lavender Fields Bunny Soap,2.5,23
24/1/2024,Spring Garden Petal Soap,3.5,4
24/1/2024,Spring Raindrop Handcrafted Soap,3,32
25/1/2024,Chocolate Bunny Bliss Bath Bombs,15,32
25/1/2024,Easter Egg Delight Shea Butter Soap,3,20
25/1/2024,Lavender Fields Bunny Soap,2.5,33
25/1/2024,Spring Garden Petal Soap,3.5,30
26/1/2024,Bunny Hop Bubble Bar,4,37
26/1/2024,Easter Egg Delight Shea Butter Soap,3,19
26/1/2024,Honey Bunny Oaty Soap,3,32
26/1/2024,Hot Cross Bun Soap Bar,5,9
26/1/2024,Lavender Fields Bunny Soap,2.5,6
26/1/2024,Spring Garden Petal Soap,3.5,22
26/1/2024,Spring Raindrop Handcrafted Soap,3,21
27/1/2024,Blossom Breeze Bath Fizzies,7,17
27/1/2024,Chocolate Bunny Bliss Bath Bombs,15,8
27/1/2024,Chocolate Truffle Bunny Scrub Bar,6,20
27/1/2024,Easter Egg Delight Shea Butter Soap,3,8
27/1/2024,Honey Bunny Oaty Soap,3,25
27/1/2024,Spring Garden Petal Soap,3.5,9
27/1/2024,Spring Raindrop Handcrafted Soap,3,22
28/1/2024,Blossom Breeze Bath Fizzies,7,25
28/1/2024,Easter Egg Delight Shea Butter Soap,3,31
28/1/2024,Honey Bunny Oaty Soap,3,6
28/1/2024,Hot Cross Bun Soap Bar,5,22
28/1/2024,Lavender Fields Bunny Soap,2.5,23
28/1/2024,Spring Garden Petal Soap,3.5,25
28/1/2024,Spring Raindrop Handcrafted Soap,3,25
29/1/2024,Blossom Breeze Bath Fizzies,7,11
29/1/2024,Bunny Hop Bubble Bar,4,14
29/1/2024,Chocolate Bunny Bliss Bath Bombs,15,14
29/1/2024,Easter Egg Delight Shea Butter Soap,3,4
29/1/2024,Honey Bunny Oaty Soap,3,32
29/1/2024,Lavender Fields Bunny Soap,2.5,37
29/1/2024,Spring Garden Petal Soap,3.5,24
29/1/2024,Spring Raindrop Handcrafted Soap,3,31
30/1/2024,Blossom Breeze Bath Fizzies,7,20
30/1/2024,Easter Egg Delight Shea Butter Soap,3,30
30/1/2024,Honey Bunny Oaty Soap,3,4
30/1/2024,Hot Cross Bun Soap Bar,5,29
31/1/2024,Blossom Breeze Bath Fizzies,7,38
31/1/2024,Bunny Hop Bubble Bar,4,30
31/1/2024,Chocolate Bunny Bliss Bath Bombs,15,6
31/1/2024,Honey Bunny Oaty Soap,3,11
31/1/2024,Hot Cross Bun Soap Bar,5,32
31/1/2024,Lavender Fields Bunny Soap,2.5,9
31/1/2024,Spring Garden Petal Soap,3.5,13
31/1/2024,Spring Raindrop Handcrafted Soap,3,27
1/2/2024,Blossom Breeze Bath Fizzies,7,19
1/2/2024,Bunny Hop Bubble Bar,4,29
1/2/2024,Chocolate Bunny Bliss Bath Bombs,15,36
1/2/2024,Hot Cross Bun Soap Bar,5,32
1/2/2024,Lavender Fields Bunny Soap,2.5,34
1/2/2024,Spring Raindrop Handcrafted Soap,3,19
2/2/2024,Bunny Hop Bubble Bar,4,26
2/2/2024,Chocolate Bunny Bliss Bath Bombs,15,4
2/2/2024,Easter Egg Delight Shea Butter Soap,3,8
2/2/2024,Honey Bunny Oaty Soap,3,29
2/2/2024,Hot Cross Bun Soap Bar,5,5
2/2/2024,Lavender Fields Bunny Soap,2.5,8
2/2/2024,Spring Garden Petal Soap,3.5,14
2/2/2024,Spring Raindrop Handcrafted Soap,3,14
3/2/2024,Blossom Breeze Bath Fizzies,7,30
3/2/2024,Bunny Hop Bubble Bar,4,35
3/2/2024,Chocolate Bunny Bliss Bath Bombs,15,38
3/2/2024,Lavender Fields Bunny Soap,2.5,6
3/2/2024,Spring Raindrop Handcrafted Soap,3,8
4/2/2024,Blossom Breeze Bath Fizzies,7,11
4/2/2024,Lavender Fields Bunny Soap,2.5,10
4/2/2024,Spring Raindrop Handcrafted Soap,3,8
5/2/2024,Bunny Hop Bubble Bar,4,17
5/2/2024,Chocolate Bunny Bliss Bath Bombs,15,21
5/2/2024,Easter Egg Delight Shea Butter Soap,3,8
5/2/2024,Honey Bunny Oaty Soap,3,5
5/2/2024,Hot Cross Bun Soap Bar,5,19
5/2/2024,Lavender Fields Bunny Soap,2.5,34
5/2/2024,Spring Garden Petal Soap,3.5,29
6/2/2024,Blossom Breeze Bath Fizzies,7,31
6/2/2024,Bunny Hop Bubble Bar,4,16
6/2/2024,Chocolate Bunny Bliss Bath Bombs,15,37
6/2/2024,Easter Egg Delight Shea Butter Soap,3,33
6/2/2024,Lavender Fields Bunny Soap,2.5,16
6/2/2024,Spring Raindrop Handcrafted Soap,3,35
7/2/2024,Chocolate Bunny Bliss Bath Bombs,15,20
7/2/2024,Easter Egg Delight Shea Butter Soap,3,12
7/2/2024,Hot Cross Bun Soap Bar,5,26
7/2/2024,Spring Garden Petal Soap,3.5,13
8/2/2024,Blossom Breeze Bath Fizzies,7,9
8/2/2024,Bunny Hop Bubble Bar,4,25
8/2/2024,Chocolate Bunny Bliss Bath Bombs,15,13
8/2/2024,Easter Egg Delight Shea Butter Soap,3,38
8/2/2024,Honey Bunny Oaty Soap,3,27
8/2/2024,Hot Cross Bun Soap Bar,5,10
8/2/2024,Lavender Fields Bunny Soap,2.5,21
8/2/2024,Spring Garden Petal Soap,3.5,29
8/2/2024,Spring Raindrop Handcrafted Soap,3,28
9/2/2024,Blossom Breeze Bath Fizzies,7,37
9/2/2024,Chocolate Bunny Bliss Bath Bombs,15,32
9/2/2024,Honey Bunny Oaty Soap,3,35
9/2/2024,Hot Cross Bun Soap Bar,5,22
10/2/2024,Blossom Breeze Bath Fizzies,7,9
10/2/2024,Bunny Hop Bubble Bar,4,28
10/2/2024,Honey Bunny Oaty Soap,3,28
10/2/2024,Spring Garden Petal Soap,3.5,25
10/2/2024,Spring Raindrop Handcrafted Soap,3,20
11/2/2024,Bunny Hop Bubble Bar,4,3
11/2/2024,Chocolate Bunny Bliss Bath Bombs,15,33
11/2/2024,Easter Egg Delight Shea Butter Soap,3,33
11/2/2024,Honey Bunny Oaty Soap,3,18
11/2/2024,Hot Cross Bun Soap Bar,5,27
11/2/2024,Lavender Fields Bunny Soap,2.5,9
11/2/2024,Spring Raindrop Handcrafted Soap,3,17
12/2/2024,Blossom Breeze Bath Fizzies,7,19
12/2/2024,Bunny Hop Bubble Bar,4,14
12/2/2024,Chocolate Bunny Bliss Bath Bombs,15,35
12/2/2024,Easter Egg Delight Shea Butter Soap,3,28
12/2/2024,Honey Bunny Oaty Soap,3,35
12/2/2024,Hot Cross Bun Soap Bar,5,38
12/2/2024,Lavender Fields Bunny Soap,2.5,36
12/2/2024,Spring Garden Petal Soap,3.5,14
12/2/2024,Spring Raindrop Handcrafted Soap,3,9
13/2/2024,Blossom Breeze Bath Fizzies,7,23
13/2/2024,Bunny Hop Bubble Bar,4,21
13/2/2024,Easter Egg Delight Shea Butter Soap,3,9
13/2/2024,Honey Bunny Oaty Soap,3,9
13/2/2024,Hot Cross Bun Soap Bar,5,35
13/2/2024,Spring Garden Petal Soap,3.5,4
14/2/2024,Bunny Hop Bubble Bar,4,8
14/2/2024,Chocolate Bunny Bliss Bath Bombs,15,34
14/2/2024,Easter Egg Delight Shea Butter Soap,3,27
14/2/2024,Honey Bunny Oaty Soap,3,28
14/2/2024,Lavender Fields Bunny Soap,2.5,10
14/2/2024,Spring Garden Petal Soap,3.5,32
14/2/2024,Spring Raindrop Handcrafted Soap,3,22
15/2/2024,Bunny Hop Bubble Bar,4,32
15/2/2024,Easter Egg Delight Shea Butter Soap,3,34
15/2/2024,Honey Bunny Oaty Soap,3,7
15/2/2024,Hot Cross Bun Soap Bar,5,20
15/2/2024,Lavender Fields Bunny Soap,2.5,37
15/2/2024,Spring Garden Petal Soap,3.5,31
15/2/2024,Spring Raindrop Handcrafted Soap,3,21
16/2/2024,Bunny Hop Bubble Bar,4,14
16/2/2024,Easter Egg Delight Shea Butter Soap,3,8
16/2/2024,Spring Garden Petal Soap,3.5,12
16/2/2024,Spring Raindrop Handcrafted Soap,3,15
17/2/2024,Blossom Breeze Bath Fizzies,7,19
17/2/2024,Bunny Hop Bubble Bar,4,7
17/2/2024,Chocolate Bunny Bliss Bath Bombs,15,38
18/2/2024,Bunny Hop Bubble Bar,4,30
18/2/2024,Honey Bunny Oaty Soap,3,37
18/2/2024,Lavender Fields Bunny Soap,2.5,16
18/2/2024,Spring Garden Petal Soap,3.5,20
19/2/2024,Bunny Hop Bubble Bar,4,26
19/2/2024,Chocolate Bunny Bliss Bath Bombs,15,17
19/2/2024,Lavender Fields Bunny Soap,2.5,25
19/2/2024,Spring Raindrop Handcrafted Soap,3,21
20/2/2024,Blossom Breeze Bath Fizzies,7,27
20/2/2024,Easter Egg Delight Shea Butter Soap,3,11
20/2/2024,Lavender Fields Bunny Soap,2.5,13
21/2/2024,Blossom Breeze Bath Fizzies,7,10
21/2/2024,Bunny Hop Bubble Bar,4,26
21/2/2024,Chocolate Bunny Bliss Bath Bombs,15,21
21/2/2024,Easter Egg Delight Shea Butter Soap,3,36
21/2/2024,Honey Bunny Oaty Soap,3,28
21/2/2024,Hot Cross Bun Soap Bar,5,10
21/2/2024,Lavender Fields Bunny Soap,2.5,14
21/2/2024,Spring Raindrop Handcrafted Soap,3,21
22/2/2024,Chocolate Bunny Bliss Bath Bombs,15,9
22/2/2024,Easter Egg Delight Shea Butter Soap,3,24
22/2/2024,Spring Raindrop Handcrafted Soap,3,14
23/2/2024,Blossom Breeze Bath Fizzies,7,7
23/2/2024,Bunny Hop Bubble Bar,4,16
23/2/2024,Chocolate Bunny Bliss Bath Bombs,15,14
23/2/2024,Easter Egg Delight Shea Butter Soap,3,33
23/2/2024,Honey Bunny Oaty Soap,3,16
23/2/2024,Lavender Fields Bunny Soap,2.5,11
24/2/2024,Blossom Breeze Bath Fizzies,7,30
24/2/2024,Chocolate Bunny Bliss Bath Bombs,15,33
24/2/2024,Easter Egg Delight Shea Butter Soap,3,29
24/2/2024,Lavender Fields Bunny Soap,2.5,10
24/2/2024,Spring Raindrop Handcrafted Soap,3,18
25/2/2024,Blossom Breeze Bath Fizzies,7,10
25/2/2024,Bunny Hop Bubble Bar,4,29
25/2/2024,Chocolate Bunny Bliss Bath Bombs,15,12
25/2/2024,Honey Bunny Oaty Soap,3,24
25/2/2024,Lavender Fields Bunny Soap,2.5,31
25/2/2024,Spring Raindrop Handcrafted Soap,3,19
26/2/2024,Blossom Breeze Bath Fizzies,7,22
26/2/2024,Bunny Hop Bubble Bar,4,12
26/2/2024,Easter Egg Delight Shea Butter Soap,3,10
26/2/2024,Honey Bunny Oaty Soap,3,10
27/2/2024,Blossom Breeze Bath Fizzies,7,38
27/2/2024,Bunny Hop Bubble Bar,4,22
27/2/2024,Chocolate Bunny Bliss Bath Bombs,15,30
27/2/2024,Easter Egg Delight Shea Butter Soap,3,10
27/2/2024,Honey Bunny Oaty Soap,3,9
27/2/2024,Spring Raindrop Handcrafted Soap,3,12
28/2/2024,Chocolate Bunny Bliss Bath Bombs,15,16
28/2/2024,Easter Egg Delight Shea Butter Soap,3,20
28/2/2024,Lavender Fields Bunny Soap,2.5,7
28/2/2024,Spring Raindrop Handcrafted Soap,3,25
29/2/2024,Blossom Breeze Bath Fizzies,7,26
29/2/2024,Easter Egg Delight Shea Butter Soap,3,6
1/3/2024,Blossom Breeze Bath Fizzies,7,21
1/3/2024,Bunny Hop Bubble Bar,4,17
1/3/2024,Spring Raindrop Handcrafted Soap,3,6
2/3/2024,Blossom Breeze Bath Fizzies,7,28
2/3/2024,Bunny Hop Bubble Bar,4,24
2/3/2024,Easter Egg Delight Shea Butter Soap,3,33
2/3/2024,Lavender Fields Bunny Soap,2.5,25
2/3/2024,Spring Raindrop Handcrafted Soap,3,5
3/3/2024,Blossom Breeze Bath Fizzies,7,10
3/3/2024,Chocolate Bunny Bliss Bath Bombs,15,36
3/3/2024,Easter Egg Delight Shea Butter Soap,3,23
3/3/2024,Lavender Fields Bunny Soap,2.5,33
3/3/2024,Spring Raindrop Handcrafted Soap,3,31
4/3/2024,Blossom Breeze Bath Fizzies,7,4
4/3/2024,Easter Egg Delight Shea Butter Soap,3,35
4/3/2024,Honey Bunny Oaty Soap,3,16
5/3/2024,Chocolate Bunny Bliss Bath Bombs,15,18
5/3/2024,Honey Bunny Oaty Soap,3,37
5/3/2024,Spring Raindrop Handcrafted Soap,3,20
6/3/2024,Chocolate Bunny Bliss Bath Bombs,15,19
6/3/2024,Easter Egg Delight Shea Butter Soap,3,25
6/3/2024,Lavender Fields Bunny Soap,2.5,8
6/3/2024,Spring Raindrop Handcrafted Soap,3,15
7/3/2024,Blossom Breeze Bath Fizzies,7,29
7/3/2024,Bunny Hop Bubble Bar,4,12
7/3/2024,Easter Egg Delight Shea Butter Soap,3,14
7/3/2024,Lavender Fields Bunny Soap,2.5,33
8/3/2024,Blossom Breeze Bath Fizzies,7,30
8/3/2024,Chocolate Bunny Bliss Bath Bombs,15,31
8/3/2024,Easter Egg Delight Shea Butter Soap,3,4
8/3/2024,Honey Bunny Oaty Soap,3,17
8/3/2024,Lavender Fields Bunny Soap,2.5,30
8/3/2024,Spring Raindrop Handcrafted Soap,3,32
9/3/2024,Bunny Hop Bubble Bar,4,35
9/3/2024,Chocolate Bunny Bliss Bath Bombs,15,29
9/3/2024,Spring Raindrop Handcrafted Soap,3,18
10/3/2024,Blossom Breeze Bath Fizzies,7,20
10/3/2024,Bunny Hop Bubble Bar,4,11
10/3/2024,Chocolate Bunny Bliss Bath Bombs,15,18
10/3/2024,Easter Egg Delight Shea Butter Soap,3,21
10/3/2024,Lavender Fields Bunny Soap,2.5,12
10/3/2024,Spring Raindrop Handcrafted Soap,3,9
11/3/2024,Bunny Hop Bubble Bar,4,26
11/3/2024,Spring Raindrop Handcrafted Soap,3,8
12/3/2024,Chocolate Bunny Bliss Bath Bombs,15,36
12/3/2024,Easter Egg Delight Shea Butter Soap,3,8
12/3/2024,Spring Raindrop Handcrafted Soap,3,23
13/3/2024,Blossom Breeze Bath Fizzies,7,22
13/3/2024,Bunny Hop Bubble Bar,4,34
13/3/2024,Chocolate Bunny Bliss Bath Bombs,15,32
13/3/2024,Spring Raindrop Handcrafted Soap,3,17
14/3/2024,Bunny Hop Bubble Bar,4,5
14/3/2024,Chocolate Bunny Bliss Bath Bombs,15,9
14/3/2024,Lavender Fields Bunny Soap,2.5,20
15/3/2024,Bunny Hop Bubble Bar,4,4
15/3/2024,Chocolate Bunny Bliss Bath Bombs,15,26
15/3/2024,Lavender Fields Bunny Soap,2.5,16
15/3/2024,Spring Raindrop Handcrafted Soap,3,29
16/3/2024,Chocolate Bunny Bliss Bath Bombs,15,4
17/3/2024,Bunny Hop Bubble Bar,4,38
17/3/2024,Chocolate Bunny Bliss Bath Bombs,15,24
17/3/2024,Lavender Fields Bunny Soap,2.5,35
18/3/2024,Bunny Hop Bubble Bar,4,19
18/3/2024,Chocolate Bunny Bliss Bath Bombs,15,31
18/3/2024,Lavender Fields Bunny Soap,2.5,34
18/3/2024,Spring Raindrop Handcrafted Soap,3,31
19/3/2024,Bunny Hop Bubble Bar,4,30
19/3/2024,Chocolate Bunny Bliss Bath Bombs,15,25
20/3/2024,Bunny Hop Bubble Bar,4,33
20/3/2024,Chocolate Bunny Bliss Bath Bombs,15,31
21/3/2024,Bunny Hop Bubble Bar,4,25
21/3/2024,Spring Raindrop Handcrafted Soap,3,11
22/3/2024,Chocolate Bunny Bliss Bath Bombs,15,31
22/3/2024,Spring Raindrop Handcrafted Soap,3,9
23/3/2024,Chocolate Bunny Bliss Bath Bombs,15,22
24/3/2024,Blossom Breeze Bath Fizzies,7,3
24/3/2024,Bunny Hop Bubble Bar,4,34
24/3/2024,Bunny Trail Botanical Soap,5,10
24/3/2024,Chocolate Bunny Bliss Bath Bombs,15,7
24/3/2024,Chocolate Truffle Bunny Scrub Bar,6,32
24/3/2024,Easter Egg Delight Shea Butter Soap,3,33
24/3/2024,Easter Eggstravaganza Cocoa Soap,4.5,17
24/3/2024,Easter Lily Goat Milk Soap,4,28
24/3/2024,Honey Bunny Oaty Soap,3,7
24/3/2024,Hot Cross Bun Soap Bar,5,25
24/3/2024,Lavender Fields Bunny Soap,2.5,33
24/3/2024,Spring Garden Petal Soap,3.5,7
24/3/2024,Spring Raindrop Handcrafted Soap,3,3
25/3/2024,Blossom Breeze Bath Fizzies,7,3
25/3/2024,Bunny Hop Bubble Bar,4,28
25/3/2024,Bunny Trail Botanical Soap,5,22
25/3/2024,Chocolate Bunny Bliss Bath Bombs,15,27
25/3/2024,Chocolate Truffle Bunny Scrub Bar,6,29
25/3/2024,Easter Egg Delight Shea Butter Soap,3,30
25/3/2024,Easter Eggstravaganza Cocoa Soap,4.5,10
25/3/2024,Easter Lily Goat Milk Soap,4,38
25/3/2024,Honey Bunny Oaty Soap,3,6
25/3/2024,Hot Cross Bun Soap Bar,5,17
25/3/2024,Lavender Fields Bunny Soap,2.5,8
25/3/2024,Spring Garden Petal Soap,3.5,22
25/3/2024,Spring Raindrop Handcrafted Soap,3,18
