City,Store,Store_ID,Category,Product_ID,Unit_Price,Quantity
Manchester,Trafford,5,Groceries,GR7718,17.12,4
London,Oxford Street,1,Groceries,GR1124,44.48,45
London,Oxford Street,1,Groceries,GR0663,4.74,40
London,Oxford Street,1,Groceries,GR6243,38.9,44
Manchester,Chorlton,7,Groceries,GR0462,26.69,39
London,Stratford,4,Groceries,GR7594,35.78,7
Leeds,Leeds,10,Groceries,GR7679,40.06,43
London,Wembley,2,Groceries,GR4729,24.57,48
Manchester,Trafford,5,Groceries,GR4717,26.65,19
London,Wembley,2,Groceries,GR0609,40.24,13
London,Oxford Street,1,Groceries,GR4987,18.21,21
Nottingham,Nottingham,9,Groceries,GR1111,1.76,5
Birmingahm,Birmingham,8,Groceries,GR0294,11.77,14
Manchester,Chorlton,7,Groceries,GR1705,47.16,31
Leeds,Leeds,10,Groceries,GR9265,24.64,21
London,Oxford Street,1,Groceries,GR0135,36.24,48
Nottingham,Nottingham,9,Groceries,GR1368,28.03,15
London,Wembley,2,Groceries,GR8984,17.6,7
Manchester,Trafford,5,Groceries,GR2134,21.03,1
Leeds,Leeds,10,Groceries,GR7457,2.49,38
Leeds,Leeds,10,Groceries,GR1464,28.21,25
Manchester,Chorlton,7,Groceries,GR0353,45.09,39
Manchester,Chorlton,7,Groceries,GR7769,6.94,25
Manchester,Chorlton,7,Groceries,GR8873,44.92,7
Manchester,Salford,6,Groceries,GR1204,22.96,22
Manchester,Trafford,5,Groceries,GR9190,28.83,7
London,Stratford,4,Groceries,GR3888,43.45,45
Leeds,Leeds,10,Groceries,GR5071,33.7,50
Manchester,Trafford,5,Groceries,GR5148,30.48,19
London,Wembley,2,Groceries,GR4129,27.55,36
Birmingahm,Birmingham,8,Groceries,GR9614,29.4,11
Manchester,Salford,6,Groceries,GR3705,17.19,4
Manchester,Chorlton,7,Groceries,GR1380,33.35,18
Manchester,Trafford,5,Groceries,GR7451,5.45,11
Leeds,Leeds,10,Groceries,GR8774,28.83,32
London,Stratford,4,Groceries,GR3223,14.66,45
London,Oxford Street,1,Groceries,GR1834,13.98,15
London,Richmond,3,Groceries,GR7531,14.84,22
Manchester,Chorlton,7,Groceries,GR5122,1.9,18
London,Oxford Street,1,Groceries,GR2267,24.77,22
Leeds,Leeds,10,Groceries,GR5418,41.62,43
London,Richmond,3,Groceries,GR9904,4.69,8
London,Richmond,3,Groceries,GR0517,19.83,7
Birmingahm,Birmingham,8,Home,HO5328,41.77,31
Manchester,Salford,6,Home,HO4958,37.18,37
Manchester,Salford,6,Home,HO6178,36.05,29
London,Stratford,4,Home,HO2008,4.58,8
Nottingham,Nottingham,9,Home,HO3538,48.49,48
Birmingahm,Birmingham,8,Home,HO2488,4.37,41
Birmingahm,Birmingham,8,Home,HO1925,20.36,24
London,Wembley,2,Home,HO5083,23.42,45
London,Wembley,2,Home,HO2743,43.54,3
London,Stratford,4,Home,HO5327,43.08,2
Manchester,Trafford,5,Home,HO6386,14.61,1
London,Wembley,2,Home,HO0248,18.07,49
London,Stratford,4,Home,HO3701,49.7,4
Manchester,Trafford,5,Home,HO2236,39.91,38
Manchester,Chorlton,7,Home,HO7772,16,26
London,Richmond,3,Home,HO1570,11.88,29
Birmingahm,Birmingham,8,Home,HO0678,28.44,8
London,Stratford,4,Home,HO3396,6.8,50
London,Richmond,3,Home,HO2694,46.6,16
London,Stratford,4,Home,HO3752,12.23,50
Manchester,Trafford,5,Home,HO8441,33.33,7
Nottingham,Nottingham,9,Home,HO5395,44.16,15
London,Wembley,2,Home,HO1885,13.84,5
London,Wembley,2,Home,HO5815,48.44,10
London,Oxford Street,1,Home,HO8824,38.84,44
Birmingahm,Birmingham,8,Home,HO1363,47.98,2
Manchester,Chorlton,7,Home,HO4499,24.83,7
Manchester,Trafford,5,Home,HO4076,45.44,45
London,Oxford Street,1,Home,HO0492,10.03,38
London,Richmond,3,Home,HO9786,7.61,46
Nottingham,Nottingham,9,Home,HO5528,17.14,25
London,Richmond,3,Home,HO7552,37.15,25
Birmingahm,Birmingham,8,Home,HO6767,38.85,17
Manchester,Salford,6,Home,HO4412,20.2,14
Manchester,Chorlton,7,Home,HO2568,37.83,17
Manchester,Trafford,5,Home,HO0154,43.63,35
London,Stratford,4,Home,HO0526,31.1,5
Manchester,Trafford,5,Home,HO2863,12.96,5
Nottingham,Nottingham,9,Home,HO6732,3.96,33
Birmingahm,Birmingham,8,Home,HO6759,3.21,39
Leeds,Leeds,10,Home,HO3409,1.35,6
London,Richmond,3,Home,HO2912,15.87,18
Birmingahm,Birmingham,8,Home,HO4659,37.13,14
Leeds,Leeds,10,Home,HO1287,17.01,1
Manchester,Salford,6,Home,HO3455,21.57,29
Manchester,Chorlton,7,Home,HO1386,9.81,6
Manchester,Chorlton,7,Home,HO4915,31.03,45
Manchester,Salford,6,Home,HO8671,26.35,42
Manchester,Chorlton,7,Home,HO7575,43.84,3
London,Wembley,2,Home,HO4108,24.5,6
Leeds,Leeds,10,Home,HO9471,39.01,35
Leeds,Leeds,10,Home,HO3946,39.82,40
London,Wembley,2,Home,HO4338,12.68,14
Manchester,Chorlton,7,Home,HO1109,31.69,17
Nottingham,Nottingham,9,Home,HO2405,41.21,6
London,Richmond,3,Home,HO8789,28.94,43
London,Richmond,3,Home,HO6934,21.42,26
Birmingahm,Birmingham,8,Home,HO4249,34.89,49
Leeds,Leeds,10,Home,HO6529,28.8,34
London,Oxford Street,1,Home,HO6115,16.2,20
London,Stratford,4,Home,HO5731,7.96,12
London,Richmond,3,Home,HO8483,48.43,28
Nottingham,Nottingham,9,Home,HO2591,6.19,2
London,Stratford,4,Home,HO2794,39.11,50
London,Richmond,3,Home,HO9042,5.97,4
London,Oxford Street,1,Home,HO4001,39.46,49
London,Richmond,3,Home,HO7267,20.64,28
London,Richmond,3,Home,HO4439,34.65,4
London,Richmond,3,Home,HO4382,45.44,44
Nottingham,Nottingham,9,Home,HO1716,35.37,15
London,Richmond,3,Home,HO8556,6.46,49
London,Richmond,3,Home,HO3136,24.34,24
London,Oxford Street,1,Home,HO9759,17.89,9
Manchester,Chorlton,7,Home,HO6745,36.2,35
London,Richmond,3,Home,HO6886,18.95,6
Manchester,Trafford,5,Home,HO3552,36.94,36
Nottingham,Nottingham,9,Home,HO9259,44.64,33
Manchester,Salford,6,Home,HO1696,32.38,13
Leeds,Leeds,10,Home,HO7477,31.3,14
Manchester,Trafford,5,Home,HO5075,4.58,49
London,Richmond,3,Home,HO5722,24.45,22
London,Oxford Street,1,Home,HO9420,28.99,41
Nottingham,Nottingham,9,Home,HO9736,46.54,40
London,Oxford Street,1,Home,HO6605,23.25,32
London,Oxford Street,1,Home,HO5689,16.7,37
Nottingham,Nottingham,9,Home,HO3676,44.52,50
London,Wembley,2,Home,HO5960,27.42,1
Nottingham,Nottingham,9,Home,HO3554,40.1,44
Nottingham,Nottingham,9,Home,HO5751,26.97,3
Birmingahm,Birmingham,8,Home,HO2815,33.32,11
Manchester,Chorlton,7,Home,HO1915,29.62,5
Nottingham,Nottingham,9,Home,HO1993,38.66,40
London,Wembley,2,Home,HO6471,44.11,31
Manchester,Chorlton,7,Home,HO8671,1.12,10
Leeds,Leeds,10,Home,HO5606,28.29,30
London,Stratford,4,Home,HO8627,18.43,11
Birmingahm,Birmingham,8,Home,HO3701,5.82,32
Manchester,Trafford,5,Home,HO5776,9.95,43
Birmingahm,Birmingham,8,Home,HO5766,20.56,50
London,Stratford,4,Home,HO3360,31.93,2
Leeds,Leeds,10,Home,HO7385,48.65,21
Manchester,Salford,6,Home,HO3129,47,7
London,Richmond,3,Home,HO0394,49.92,30
Manchester,Trafford,5,Home,HO3762,28.66,26
Leeds,Leeds,10,Home,HO6573,4.39,22
London,Stratford,4,Home,HO0160,11.78,6
Manchester,Trafford,5,Home,HO4292,14.5,34
Manchester,Chorlton,7,Home,HO6637,34.8,37
London,Wembley,2,Home,HO2459,11.87,44
Manchester,Trafford,5,Home,HO8968,18.42,3
Leeds,Leeds,10,Home,HO5262,15.26,46
Birmingahm,Birmingham,8,Home,HO7283,31.64,39
Manchester,Trafford,5,Home,HO4539,5.52,7
London,Stratford,4,Home,HO5006,42.74,42
London,Oxford Street,1,Home,HO1397,19.42,11
Manchester,Salford,6,Home,HO7156,31.31,41
London,Stratford,4,Home,HO5171,45.53,4
Nottingham,Nottingham,9,Home,HO9342,34.49,10
London,Richmond,3,Home,HO6961,13.68,11
Birmingahm,Birmingham,8,Home,HO6163,7.24,11
Leeds,Leeds,10,Home,HO9098,32.23,19
London,Oxford Street,1,Home,HO6373,44.2,32
Manchester,Chorlton,7,Home,HO9672,37.17,13
Manchester,Trafford,5,Home,HO3021,24.35,33
London,Wembley,2,Home,HO2260,5.05,19
Nottingham,Nottingham,9,Home,HO1224,2.01,44
Birmingahm,Birmingham,8,Home,HO1136,36.27,46
Nottingham,Nottingham,9,Home,HO8253,19.79,31
London,Oxford Street,1,Home,HO2193,40.94,12
Leeds,Leeds,10,Home,HO0574,24.19,1
Birmingahm,Birmingham,8,Home,HO7020,33.31,5
Manchester,Trafford,5,Home,HO4868,8.58,23
Birmingahm,Birmingham,8,Home,HO1387,13.75,25
Manchester,Trafford,5,Home,HO3248,45.18,9
Nottingham,Nottingham,9,Home,HO7240,17.94,42
Manchester,Trafford,5,Home,HO6897,4.63,24
Leeds,Leeds,10,Home,HO3998,32.77,29
Manchester,Salford,6,Home,HO9931,35.36,18
Nottingham,Nottingham,9,Home,HO3232,35.72,13
London,Stratford,4,Home,HO6845,25.31,17
London,Oxford Street,1,Home,HO3023,6.09,49
Leeds,Leeds,10,Home,HO8189,25.56,7
London,Stratford,4,Home,HO6449,14.46,34
Nottingham,Nottingham,9,Home,HO2790,40.4,33
London,Richmond,3,Home,HO6772,1.98,41
Manchester,Salford,6,Home,HO5195,26.86,35
Leeds,Leeds,10,Home,HO5222,48.01,22
London,Oxford Street,1,Home,HO8557,23.17,19
Manchester,Trafford,5,Home,HO1341,40.52,39
Manchester,Chorlton,7,Home,HO6567,8.11,47
Manchester,Chorlton,7,Home,HO2459,11.87,11
Nottingham,Nottingham,9,Home,HO2459,11.87,41
Manchester,Trafford,5,Home,HO6163,7.24,25
London,Wembley,2,Home,HO7345,46.69,50
Manchester,Trafford,5,Home,HO6445,9.89,41
London,Richmond,3,Home,HO9874,18.89,12
London,Wembley,2,Home,HO8725,46.9,10
Manchester,Trafford,5,Home,HO3407,43.66,1
London,Richmond,3,Home,HO9089,11.22,42
Manchester,Trafford,5,Home,HO4424,8.19,10
Birmingahm,Birmingham,8,Home,HO0448,25.69,3
London,Richmond,3,Home,HO6228,35.71,18
Leeds,Leeds,10,Home,HO4136,35.84,27
Manchester,Trafford,5,Home,HO2438,23.34,41
Manchester,Trafford,5,Home,HO3843,21.06,22
Manchester,Trafford,5,Home,HO5392,43.81,43
Nottingham,Nottingham,9,Home,HO6840,36.2,46
Manchester,Trafford,5,Home,HO7869,47.01,13
London,Richmond,3,Home,HO2502,5.22,27
Manchester,Trafford,5,Home,HO4750,23.66,31
Leeds,Leeds,10,Home,HO4448,2.32,26
London,Stratford,4,Home,HO1323,6,48
London,Wembley,2,Home,HO2543,48.07,25
Birmingahm,Birmingham,8,Home,HO8378,17.13,6
Manchester,Salford,6,Home,HO3849,44.87,13
Birmingahm,Birmingham,8,Home,HO0235,16.08,43
London,Oxford Street,1,Home,HO6762,22.33,36
Manchester,Trafford,5,Home,HO3474,17.23,28
Birmingahm,Birmingham,8,Home,HO3676,24.83,45
Nottingham,Nottingham,9,Home,HO9387,48.71,28
Manchester,Trafford,5,Home,HO8606,36.05,25
London,Stratford,4,Home,HO4446,19.48,22
Manchester,Salford,6,Home,HO0803,40.02,15
Leeds,Leeds,10,Home,HO7504,14.64,49
Leeds,Leeds,10,Home,HO3725,39.42,18
Nottingham,Nottingham,9,Home,HO2087,9.02,4
London,Oxford Street,1,Home,HO9596,37.5,16
Manchester,Salford,6,Home,HO3152,4.19,14
Manchester,Chorlton,7,Home,HO0794,2.62,34
Leeds,Leeds,10,Home,HO4738,27.95,22
London,Stratford,4,Home,HO5847,20.08,15
London,Richmond,3,Home,HO4141,24.48,15
Manchester,Salford,6,Home,HO5042,2.76,50
Nottingham,Nottingham,9,Home,HO1659,25.1,17
Birmingahm,Birmingham,8,Home,HO6024,49.85,32
Birmingahm,Birmingham,8,Home,HO2921,3.32,19
Manchester,Chorlton,7,Home,HO9954,33.68,21
London,Stratford,4,Home,HO3372,13.38,17
Manchester,Chorlton,7,Home,HO0277,19,31
Nottingham,Nottingham,9,Home,HO6902,35.85,18
London,Oxford Street,1,Home,HO9211,2.75,35
Manchester,Trafford,5,Home,HO0918,47.16,7
London,Richmond,3,Home,HO7329,3.77,16
Leeds,Leeds,10,Home,HO8429,1.37,26
London,Oxford Street,1,Home,HO9185,33.25,28
Manchester,Salford,6,Home,HO1814,45.93,36
Manchester,Salford,6,Home,HO8761,23.45,23
London,Richmond,3,Home,HO0655,32.99,37
Leeds,Leeds,10,Home,HO5173,6.11,27
London,Stratford,4,Home,HO5376,15.35,20
Manchester,Salford,6,Home,HO8894,29.36,24
Leeds,Leeds,10,Home,HO7473,8.62,31
Manchester,Salford,6,Home,HO9773,47.99,28
London,Oxford Street,1,Home,HO4907,21.23,21
London,Richmond,3,Home,HO8993,11.36,10
Birmingahm,Birmingham,8,Home,HO5705,24.39,7
Nottingham,Nottingham,9,Home,HO5970,20.53,40
Manchester,Trafford,5,Home,HO7372,29.73,28
Nottingham,Nottingham,9,Home,HO2314,1.76,26
Nottingham,Nottingham,9,Home,HO5742,29.94,7
Leeds,Leeds,10,Home,HO1003,26.87,50
London,Stratford,4,Home,HO8042,31.27,25
Nottingham,Nottingham,9,Home,HO0245,6.62,25
London,Wembley,2,Home,HO7673,37.29,6
Nottingham,Nottingham,9,Home,HO1081,9.96,13
London,Oxford Street,1,Home,HO2234,41.21,33
London,Stratford,4,Home,HO7344,43.18,10
Manchester,Trafford,5,Home,HO8643,44.3,13
Nottingham,Nottingham,9,Home,HO7313,47.27,40
Nottingham,Nottingham,9,Home,HO6412,29.75,6
Nottingham,Nottingham,9,Home,HO9161,2.32,19
London,Wembley,2,Home,HO6438,16.26,12
Manchester,Chorlton,7,Home,HO9189,20.65,44
London,Wembley,2,Home,HO4652,46.2,22
Nottingham,Nottingham,9,Home,HO3700,14.9,4
Manchester,Salford,6,Home,HO6829,12.29,43
Leeds,Leeds,10,Home,HO6474,23.34,9
London,Wembley,2,Home,HO6953,15,22
London,Oxford Street,1,Home,HO3112,33.2,5
Leeds,Leeds,10,Home,HO5793,25.7,21
Manchester,Trafford,5,Home,HO1275,27.05,49
Birmingahm,Birmingham,8,Home,HO1029,13.1,39
Leeds,Leeds,10,Home,HO3523,43.07,32
Birmingahm,Birmingham,8,Home,HO6666,13.96,22
London,Stratford,4,Home,HO0399,1.72,8
Leeds,Leeds,10,Home,HO0583,7.98,25
London,Stratford,4,Home,HO5411,44.08,41
Manchester,Chorlton,7,Home,HO6759,14.6,12
Manchester,Chorlton,7,Home,HO9844,37.13,11
Manchester,Salford,6,Home,HO0694,27.93,24
London,Oxford Street,1,Home,HO7072,4.07,47
Birmingahm,Birmingham,8,Home,HO5726,29.82,40
London,Wembley,2,Home,HO4569,1.42,50
Birmingahm,Birmingham,8,Clothes,CL6046,48.86,9
Birmingahm,Birmingham,8,Clothes,CL5219,2.46,21
Leeds,Leeds,10,Clothes,CL9270,26.09,39
London,Wembley,2,Clothes,CL3593,32.81,36
Nottingham,Nottingham,9,Clothes,CL7624,45.17,37
Manchester,Salford,6,Clothes,CL8410,35.21,5
London,Richmond,3,Clothes,CL1073,39.12,27
Manchester,Salford,6,Clothes,CL2328,1.46,12
Birmingahm,Birmingham,8,Clothes,CL9716,43.44,49
London,Richmond,3,Clothes,CL5633,6.09,9
Manchester,Trafford,5,Clothes,CL4613,41.31,43
