Sales_Date,Product,Price,Quantity_Sold
14/3/2022,Spring Meadow Goat Milk Soap,3.75,3
14/3/2022,Tulip Temptation Bath Bomb,7,8
15/3/2022,Spring Meadow Goat Milk Soap,3.75,14
15/3/2022,Tulip Temptation Bath Bomb,7,7
16/3/2022,Tulip Temptation Bath Bomb,7,13
17/3/2022,Spring Meadow Goat Milk Soap,3.75,28
17/3/2022,Tulip Temptation Bath Bomb,7,4
18/3/2022,Spring Meadow Goat Milk Soap,3.75,14
18/3/2022,Tulip Temptation Bath Bomb,7,16
19/3/2022,Tulip Temptation Bath Bomb,7,10
20/3/2022,Spring Meadow Goat Milk Soap,3.75,14
20/3/2022,Tulip Temptation Bath Bomb,7,18
21/3/2022,Spring Meadow Goat Milk Soap,3.75,13
22/3/2022,Tulip Temptation Bath Bomb,7,4
23/3/2022,Spring Meadow Goat Milk Soap,3.75,3
23/3/2022,Tulip Temptation Bath Bomb,7,10
24/3/2022,Tulip Temptation Bath Bomb,7,35
25/3/2022,Spring Meadow Goat Milk Soap,3.75,14
26/3/2022,Spring Meadow Goat Milk Soap,3.75,36
27/3/2022,Spring Meadow Goat Milk Soap,3.75,5
27/3/2022,Tulip Temptation Bath Bomb,7,9
29/3/2022,Tulip Temptation Bath Bomb,7,30
30/3/2022,Spring Meadow Goat Milk Soap,3.75,37
30/3/2022,Tulip Temptation Bath Bomb,7,26
31/3/2022,Spring Meadow Goat Milk Soap,3.75,13
1/4/2022,Spring Meadow Goat Milk Soap,3.75,35
1/4/2022,Tulip Temptation Bath Bomb,7,7
3/4/2022,Tulip Temptation Bath Bomb,7,21
4/4/2022,Tulip Temptation Bath Bomb,7,4
5/4/2022,Tulip Temptation Bath Bomb,7,11
6/4/2022,Tulip Temptation Bath Bomb,7,9
10/4/2022,Tulip Temptation Bath Bomb,7,20
12/4/2022,Tulip Temptation Bath Bomb,7,22
13/4/2022,Tulip Temptation Bath Bomb,7,28
3/3/2022,Blossom Breeze Bath Fizzies,7,33
3/3/2022,Bunny Hop Bubble Bar,4,21
3/3/2022,Bunny Kisses Shea Butter Bar,6,11
3/3/2022,Chocolate Bunny Exfoliating Scrub,10,13
3/3/2022,Easter Eggstravaganza Soap Set,35,28
3/3/2022,Eggcellent Citrus Splash Soap,1.25,31
3/3/2022,Lavender Fields Bunny Soap,2.5,35
3/3/2022,Spring Meadow Goat Milk Soap,3.75,5
3/3/2022,Springtime Blossom Handmade Soap,3,12
3/3/2022,Sunshine Bunny Honey Soap,4,29
3/3/2022,Tulip Temptation Bath Bomb,7,32
28/3/2022,Blossom Breeze Bath Fizzies,7,6
28/3/2022,Bunny Hop Bubble Bar,4,3
28/3/2022,Bunny Kisses Shea Butter Bar,6,3
28/3/2022,Chocolate Bunny Exfoliating Scrub,10,8
28/3/2022,Easter Eggstravaganza Soap Set,35,15
28/3/2022,Eggcellent Citrus Splash Soap,1.25,23
28/3/2022,Lavender Fields Bunny Soap,2.5,10
28/3/2022,Spring Meadow Goat Milk Soap,3.75,3
28/3/2022,Springtime Blossom Handmade Soap,3,30
28/3/2022,Sunshine Bunny Honey Soap,4,30
28/3/2022,Tulip Temptation Bath Bomb,7,9
2/4/2022,Blossom Breeze Bath Fizzies,7,22
2/4/2022,Bunny Hop Bubble Bar,4,12
2/4/2022,Bunny Kisses Shea Butter Bar,6,9
2/4/2022,Chocolate Bunny Exfoliating Scrub,10,26
2/4/2022,Easter Eggstravaganza Soap Set,35,6
2/4/2022,Eggcellent Citrus Splash Soap,1.25,23
2/4/2022,Lavender Fields Bunny Soap,2.5,3
2/4/2022,Spring Meadow Goat Milk Soap,3.75,33
2/4/2022,Springtime Blossom Handmade Soap,3,37
2/4/2022,Sunshine Bunny Honey Soap,4,4
2/4/2022,Tulip Temptation Bath Bomb,7,4
7/4/2022,Blossom Breeze Bath Fizzies,7,27
7/4/2022,Bunny Hop Bubble Bar,4,23
7/4/2022,Bunny Kisses Shea Butter Bar,6,7
7/4/2022,Chocolate Bunny Exfoliating Scrub,10,38
7/4/2022,Easter Eggstravaganza Soap Set,35,27
7/4/2022,Eggcellent Citrus Splash Soap,1.25,13
7/4/2022,Lavender Fields Bunny Soap,2.5,21
7/4/2022,Spring Meadow Goat Milk Soap,3.75,4
7/4/2022,Springtime Blossom Handmade Soap,3,6
7/4/2022,Sunshine Bunny Honey Soap,4,5
7/4/2022,Tulip Temptation Bath Bomb,7,7
8/4/2022,Blossom Breeze Bath Fizzies,7,17
8/4/2022,Bunny Hop Bubble Bar,4,33
8/4/2022,Bunny Kisses Shea Butter Bar,6,12
8/4/2022,Chocolate Bunny Exfoliating Scrub,10,37
8/4/2022,Easter Eggstravaganza Soap Set,35,35
8/4/2022,Eggcellent Citrus Splash Soap,1.25,4
8/4/2022,Lavender Fields Bunny Soap,2.5,11
8/4/2022,Spring Meadow Goat Milk Soap,3.75,22
8/4/2022,Springtime Blossom Handmade Soap,3,37
8/4/2022,Sunshine Bunny Honey Soap,4,27
8/4/2022,Tulip Temptation Bath Bomb,7,18
9/4/2022,Blossom Breeze Bath Fizzies,7,20
9/4/2022,Bunny Hop Bubble Bar,4,22
9/4/2022,Bunny Kisses Shea Butter Bar,6,7
9/4/2022,Chocolate Bunny Exfoliating Scrub,10,17
9/4/2022,Easter Eggstravaganza Soap Set,35,3
9/4/2022,Eggcellent Citrus Splash Soap,1.25,12
9/4/2022,Lavender Fields Bunny Soap,2.5,31
9/4/2022,Spring Meadow Goat Milk Soap,3.75,8
9/4/2022,Springtime Blossom Handmade Soap,3,23
9/4/2022,Sunshine Bunny Honey Soap,4,27
9/4/2022,Tulip Temptation Bath Bomb,7,7
11/4/2022,Blossom Breeze Bath Fizzies,7,16
11/4/2022,Bunny Hop Bubble Bar,4,18
11/4/2022,Bunny Kisses Shea Butter Bar,6,17
11/4/2022,Chocolate Bunny Exfoliating Scrub,10,16
11/4/2022,Easter Eggstravaganza Soap Set,35,22
11/4/2022,Eggcellent Citrus Splash Soap,1.25,19
11/4/2022,Lavender Fields Bunny Soap,2.5,35
11/4/2022,Spring Meadow Goat Milk Soap,3.75,10
11/4/2022,Springtime Blossom Handmade Soap,3,14
11/4/2022,Sunshine Bunny Honey Soap,4,9
11/4/2022,Tulip Temptation Bath Bomb,7,17
14/4/2022,Blossom Breeze Bath Fizzies,7,14
14/4/2022,Bunny Hop Bubble Bar,4,19
14/4/2022,Bunny Kisses Shea Butter Bar,6,19
14/4/2022,Chocolate Bunny Exfoliating Scrub,10,22
14/4/2022,Easter Eggstravaganza Soap Set,35,15
14/4/2022,Eggcellent Citrus Splash Soap,1.25,36
14/4/2022,Lavender Fields Bunny Soap,2.5,23
14/4/2022,Spring Meadow Goat Milk Soap,3.75,32
14/4/2022,Springtime Blossom Handmade Soap,3,21
14/4/2022,Sunshine Bunny Honey Soap,4,13
14/4/2022,Tulip Temptation Bath Bomb,7,9
15/4/2022,Blossom Breeze Bath Fizzies,7,22
15/4/2022,Bunny Hop Bubble Bar,4,35
15/4/2022,Bunny Kisses Shea Butter Bar,6,25
15/4/2022,Chocolate Bunny Exfoliating Scrub,10,4
15/4/2022,Easter Eggstravaganza Soap Set,35,12
15/4/2022,Eggcellent Citrus Splash Soap,1.25,27
15/4/2022,Lavender Fields Bunny Soap,2.5,19
15/4/2022,Spring Meadow Goat Milk Soap,3.75,27
15/4/2022,Springtime Blossom Handmade Soap,3,12
15/4/2022,Sunshine Bunny Honey Soap,4,20
15/4/2022,Tulip Temptation Bath Bomb,7,38
16/4/2022,Blossom Breeze Bath Fizzies,7,32
16/4/2022,Bunny Hop Bubble Bar,4,13
16/4/2022,Bunny Kisses Shea Butter Bar,6,36
16/4/2022,Chocolate Bunny Exfoliating Scrub,10,30
16/4/2022,Easter Eggstravaganza Soap Set,35,22
16/4/2022,Eggcellent Citrus Splash Soap,1.25,4
16/4/2022,Lavender Fields Bunny Soap,2.5,20
16/4/2022,Spring Meadow Goat Milk Soap,3.75,15
16/4/2022,Springtime Blossom Handmade Soap,3,24
16/4/2022,Sunshine Bunny Honey Soap,4,6
16/4/2022,Tulip Temptation Bath Bomb,7,36
